,Date,US,India,Brazil,United Kingdom,France,Russia,Turkey,Germany,Italy,Spain,Iran,Argentina,Colombia,Indonesia,Poland,Mexico,Ukraine,South Africa,Netherlands,Philippines,Malaysia,Czechia,Canada,Peru,Thailand,Belgium,Iraq,Vietnam,Romania,Chile,Japan,Bangladesh,Portugal,Switzerland,Israel,Greece,Slovakia,Sweden,Serbia,Austria,Pakistan,Hungary,Kazakhstan,Jordan,Morocco,Cuba,Georgia,Denmark,Ireland,Nepal,United Arab Emirates,Bulgaria,Lebanon,Australia,Croatia,Tunisia,Belarus,"Korea, South",Bolivia,Guatemala,Azerbaijan,Sri Lanka,Costa Rica,Saudi Arabia,Ecuador,Lithuania,Burma,Panama,Slovenia,Paraguay,West Bank and Gaza,Venezuela,Ethiopia,Dominican Republic,Uruguay,Norway,Kuwait,Libya,Mongolia,Egypt,Honduras,Moldova,Armenia,Oman,Kenya,Bosnia and Herzegovina,Finland,Bahrain,Singapore,Latvia,Zambia,Qatar,Estonia,Nigeria,North Macedonia,Botswana,Algeria,Zimbabwe,Albania,Mozambique,Uzbekistan,Cyprus,Kyrgyzstan,Montenegro,Kosovo,Afghanistan,Namibia,Uganda,Ghana,El Salvador,Cambodia,Rwanda,China,Laos,Luxembourg,Cameroon,Jamaica,Maldives,Trinidad and Tobago,Angola,Congo (Kinshasa),Malawi,Senegal,Cote d'Ivoire,Eswatini,Malta,Fiji,Suriname,Madagascar,Syria,Sudan,Cabo Verde,Mauritania,Gabon,Guyana,Papua New Guinea,Iceland,Belize,Guinea,Burundi,Togo,Barbados,Tanzania,Lesotho,Seychelles,Bahamas,Haiti,Benin,Andorra,Somalia,Mauritius,Mali,Congo (Brazzaville),Timor-Leste,Burkina Faso,Nicaragua,Tajikistan,Taiwan*,South Sudan,Brunei,New Zealand,Saint Lucia,Djibouti,Equatorial Guinea,Central African Republic,Gambia,Yemen,San Marino,Eritrea,Niger,Comoros,Sierra Leone,Dominica,Grenada,Liberia,Guinea-Bissau,Liechtenstein,Saint Vincent and the Grenadines,Chad,Monaco,Antigua and Barbuda,Sao Tome and Principe,Saint Kitts and Nevis,Bhutan,Summer Olympics 2020,Diamond Princess,Solomon Islands,Holy See,MS Zaandam,Palau,Vanuatu,Marshall Islands,Samoa,Kiribati,Tonga,Micronesia
119,2021-11-14,31093.0,10229.0,4302.0,36217.0,12506.0,37620.0,21624.0,19203.0,7565.0,0.0,6143.0,591.0,2610.0,339.0,14448.0,3130.0,15693.0,262.0,12052.0,1900.0,5162.0,9199.0,1378.0,995.0,7079.0,0.0,859.0,8176.0,3021.0,2744.0,126.0,223.0,1483.0,0.0,308.0,3842.0,7668.0,0.0,2777.0,11552.0,503.0,0.0,1081.0,0.0,69.0,348.0,3700.0,3259.0,3805.0,291.0,66.0,828.0,947.0,995.0,4151.0,50.0,1886.0,2006.0,955.0,275.0,2422.0,1843.0,0.0,30.0,0.0,1442.0,714.0,168.0,2367.0,0.0,0.0,845.0,176.0,1248.0,143.0,1156.0,26.0,599.0,1157.0,0.0,94.0,152.0,882.0,19.0,21.0,0.0,0.0,22.0,1723.0,765.0,12.0,124.0,561.0,20.0,285.0,0.0,97.0,35.0,475.0,5.0,225.0,0.0,74.0,357.0,14.0,42.0,0.0,34.0,0.0,162.0,55.0,11.0,53.0,985.0,0.0,0.0,60.0,127.0,345.0,14.0,0.0,0.0,3.0,8.0,0.0,32.0,0.0,33.0,0.0,145.0,0.0,3.0,64.0,0.0,76.0,123.0,0.0,0.0,0.0,0.0,10.0,216.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,43.0,174.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,17.0,0.0,101.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2021-11-15,136847.0,8865.0,2743.0,40665.0,3307.0,37210.0,23852.0,34958.0,5199.0,9798.0,7494.0,1417.0,2321.0,221.0,9508.0,942.0,12012.0,136.0,19227.0,1531.0,5143.0,5670.0,4370.0,830.0,6343.0,27762.0,829.0,8616.0,2136.0,2295.0,74.0,234.0,974.0,9712.0,591.0,6950.0,5675.0,0.0,3487.0,11889.0,216.0,21060.0,952.0,5893.0,45.0,326.0,1820.0,3746.0,4558.0,367.0,61.0,3223.0,231.0,1014.0,1135.0,29.0,1793.0,2125.0,776.0,30.0,1072.0,931.0,503.0,38.0,2232.0,955.0,700.0,0.0,1822.0,379.0,522.0,755.0,157.0,1160.0,132.0,783.0,26.0,562.0,0.0,1881.0,135.0,956.0,378.0,8.0,12.0,1562.0,3166.0,23.0,2069.0,422.0,13.0,143.0,511.0,30.0,172.0,428.0,134.0,10.0,194.0,5.0,232.0,648.0,84.0,324.0,4.0,58.0,19.0,42.0,61.0,157.0,52.0,12.0,28.0,826.0,490.0,0.0,102.0,159.0,403.0,0.0,74.0,2.0,4.0,0.0,0.0,55.0,32.0,32.0,0.0,146.0,216.0,3.0,55.0,95.0,55.0,32.0,420.0,206.0,0.0,55.0,9.0,223.0,0.0,0.0,89.0,29.0,92.0,0.0,88.0,0.0,0.0,13.0,237.0,1.0,0.0,0.0,0.0,9.0,32.0,0.0,222.0,2.0,1.0,0.0,0.0,0.0,18.0,30.0,8.0,11.0,8.0,0.0,0.0,2.0,0.0,0.0,31.0,56.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2021-11-16,87845.0,10197.0,6568.0,37130.0,19884.0,35612.0,25101.0,53627.0,7815.0,4091.0,6430.0,1622.0,2021.0,347.0,16611.0,775.0,17514.0,273.0,20210.0,830.0,5413.0,11554.0,1816.0,1459.0,5947.0,12388.0,807.0,10259.0,4128.0,1689.0,144.0,213.0,1693.0,4297.0,452.0,8364.0,10416.0,2622.0,3773.0,10363.0,270.0,5323.0,1253.0,0.0,120.0,243.0,5204.0,3981.0,4407.0,339.0,68.0,3869.0,1102.0,1228.0,4443.0,102.0,1754.0,3184.0,926.0,557.0,2015.0,720.0,239.0,37.0,0.0,1939.0,754.0,307.0,3770.0,56.0,236.0,0.0,265.0,1002.0,211.0,3530.0,16.0,593.0,1626.0,941.0,0.0,977.0,572.0,4.0,75.0,793.0,937.0,16.0,2069.0,1077.0,12.0,146.0,867.0,0.0,522.0,0.0,141.0,67.0,587.0,25.0,189.0,354.0,103.0,520.0,5.0,39.0,7.0,37.0,17.0,0.0,48.0,16.0,32.0,1306.0,128.0,0.0,30.0,118.0,414.0,27.0,0.0,1.0,1.0,12.0,9.0,64.0,0.0,92.0,0.0,143.0,0.0,3.0,90.0,0.0,44.0,69.0,227.0,164.0,0.0,6.0,0.0,323.0,0.0,6.0,0.0,12.0,75.0,0.0,22.0,0.0,0.0,37.0,149.0,2.0,233.0,146.0,1.0,2.0,0.0,76.0,197.0,7.0,1.0,34.0,0.0,6.0,0.0,29.0,13.0,23.0,4.0,0.0,105.0,0.0,0.0,29.0,68.0,0.0,0.0,12.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,2021-11-17,111732.0,11919.0,13112.0,38254.0,20365.0,35415.0,23867.0,68366.0,10167.0,6667.0,6251.0,1553.0,2257.0,522.0,24241.0,4571.0,19879.0,566.0,20803.0,1153.0,6288.0,22585.0,2526.0,1370.0,6524.0,18437.0,806.0,9849.0,3535.0,2120.0,199.0,266.0,2527.0,5984.0,580.0,6653.0,10967.0,1294.0,3600.0,14416.0,460.0,10265.0,1260.0,3118.0,148.0,246.0,4732.0,3960.0,3632.0,363.0,74.0,2839.0,1106.0,1267.0,6670.0,93.0,1862.0,3290.0,1119.0,783.0,2025.0,728.0,195.0,42.0,0.0,2184.0,843.0,238.0,4277.0,50.0,87.0,1729.0,193.0,862.0,255.0,2475.0,18.0,408.0,777.0,960.0,191.0,891.0,982.0,12.0,69.0,1052.0,1151.0,20.0,3474.0,1501.0,12.0,149.0,1022.0,226.0,476.0,0.0,135.0,52.0,616.0,9.0,228.0,732.0,77.0,403.0,17.0,90.0,2.0,44.0,0.0,0.0,51.0,19.0,38.0,1073.0,495.0,0.0,29.0,149.0,781.0,28.0,0.0,8.0,1.0,13.0,3.0,64.0,15.0,72.0,0.0,139.0,42.0,7.0,80.0,156.0,83.0,283.0,145.0,117.0,0.0,23.0,11.0,284.0,19.0,22.0,59.0,16.0,0.0,0.0,43.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,5.0,19.0,87.0,167.0,7.0,3.0,0.0,0.0,0.0,11.0,28.0,15.0,24.0,9.0,0.0,0.0,0.0,0.0,1.0,58.0,0.0,0.0,18.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2021-11-18,110350.0,11106.0,11402.0,48053.0,20396.0,36155.0,22234.0,58768.0,10645.0,6315.0,5882.0,1755.0,2121.0,400.0,24912.0,3915.0,21810.0,585.0,23641.0,1259.0,6380.0,14186.0,2798.0,1415.0,6901.0,16699.0,789.0,10223.0,3076.0,2611.0,148.0,244.0,2398.0,6016.0,445.0,7276.0,8756.0,1220.0,3219.0,15145.0,418.0,10767.0,1272.0,7056.0,94.0,316.0,4446.0,4079.0,4646.0,272.0,66.0,2785.0,1018.0,1505.0,7270.0,77.0,1844.0,3034.0,1074.0,0.0,2124.0,737.0,251.0,38.0,0.0,2117.0,587.0,203.0,3666.0,37.0,252.0,0.0,230.0,893.0,175.0,2425.0,22.0,551.0,595.0,911.0,0.0,802.0,1019.0,13.0,88.0,857.0,1259.0,22.0,0.0,1221.0,16.0,145.0,871.0,61.0,491.0,316.0,152.0,36.0,549.0,6.0,252.0,388.0,62.0,409.0,11.0,0.0,5.0,27.0,0.0,0.0,54.0,7.0,28.0,1401.0,299.0,0.0,97.0,74.0,537.0,17.0,0.0,4.0,2.0,17.0,1.0,66.0,0.0,114.0,0.0,135.0,207.0,4.0,82.0,0.0,91.0,0.0,130.0,115.0,0.0,16.0,7.0,252.0,0.0,0.0,52.0,11.0,0.0,13.0,63.0,0.0,914.0,38.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,21.0,200.0,21.0,0.0,0.0,0.0,0.0,3.0,23.0,21.0,23.0,28.0,0.0,109.0,0.0,0.0,2.0,38.0,33.0,0.0,20.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2021-11-19,125867.0,10302.0,12373.0,44835.0,21270.0,35935.0,23810.0,57302.0,10554.0,6636.0,5784.0,1518.0,2157.0,360.0,23259.0,0.0,21271.0,789.0,21083.0,1457.0,6355.0,13416.0,2813.0,1537.0,6855.0,21502.0,789.0,9625.0,2889.0,2698.0,153.0,253.0,2371.0,6171.0,465.0,7751.0,10749.0,1128.0,3086.0,15809.0,319.0,11289.0,1179.0,0.0,72.0,316.0,4278.0,4124.0,3133.0,271.0,77.0,2737.0,1175.0,1360.0,2234.0,86.0,1812.0,3212.0,0.0,1640.0,2233.0,745.0,201.0,35.0,0.0,1847.0,624.0,0.0,3526.0,52.0,221.0,1404.0,200.0,1073.0,231.0,2364.0,16.0,429.0,536.0,892.0,127.0,763.0,799.0,0.0,88.0,721.0,1191.0,18.0,3772.0,445.0,7.0,147.0,714.0,23.0,444.0,0.0,163.0,0.0,502.0,5.0,266.0,0.0,60.0,385.0,7.0,73.0,2.0,55.0,0.0,0.0,45.0,6.0,24.0,1097.0,300.0,0.0,91.0,124.0,491.0,12.0,77.0,3.0,3.0,15.0,0.0,79.0,9.0,0.0,0.0,128.0,0.0,8.0,75.0,0.0,94.0,685.0,192.0,0.0,0.0,11.0,14.0,251.0,0.0,7.0,62.0,15.0,58.0,0.0,51.0,132.0,138.0,56.0,178.0,2.0,0.0,0.0,0.0,10.0,29.0,45.0,171.0,22.0,1.0,6.0,0.0,0.0,4.0,24.0,21.0,20.0,0.0,0.0,39.0,1.0,0.0,0.0,90.0,19.0,0.0,14.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2021-11-20,43702.0,10488.0,8215.0,40153.0,22701.0,35896.0,23347.0,45183.0,11540.0,0.0,3539.0,1095.0,2590.0,393.0,23418.0,3837.0,19474.0,887.0,21860.0,1289.0,5859.0,23033.0,1709.0,1725.0,6595.0,0.0,568.0,9531.0,2697.0,2611.0,104.0,178.0,2333.0,0.0,361.0,5944.0,12935.0,0.0,2648.0,15297.0,313.0,0.0,1148.0,5532.0,125.0,287.0,4318.0,3833.0,5959.0,209.0,79.0,1455.0,1100.0,1465.0,5614.0,109.0,1859.0,3114.0,1027.0,699.0,1763.0,725.0,0.0,31.0,2055.0,1931.0,625.0,466.0,3236.0,0.0,0.0,808.0,178.0,1068.0,163.0,1338.0,14.0,0.0,509.0,902.0,0.0,620.0,870.0,0.0,59.0,0.0,0.0,26.0,1931.0,617.0,14.0,150.0,463.0,45.0,449.0,0.0,144.0,22.0,465.0,11.0,272.0,730.0,53.0,336.0,7.0,52.0,0.0,0.0,0.0,0.0,40.0,11.0,20.0,1344.0,0.0,0.0,72.0,137.0,592.0,14.0,0.0,2.0,0.0,9.0,1.0,59.0,0.0,54.0,0.0,125.0,0.0,3.0,68.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,67.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,149.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2021-11-21,38931.0,8488.0,5088.0,39548.0,19757.0,35749.0,21177.0,26241.0,9707.0,0.0,4340.0,646.0,2649.0,314.0,18924.0,3306.0,11856.0,687.0,20685.0,1911.0,4854.0,14442.0,1475.0,1465.0,7006.0,0.0,584.0,9889.0,1936.0,2641.0,135.0,199.0,2499.0,0.0,351.0,4108.0,9584.0,0.0,2081.0,14042.0,323.0,0.0,939.0,3579.0,93.0,330.0,3357.0,3415.0,4181.0,232.0,63.0,733.0,937.0,1207.0,4262.0,79.0,1804.0,2827.0,668.0,179.0,1889.0,697.0,0.0,36.0,0.0,1359.0,527.0,162.0,2246.0,0.0,0.0,772.0,155.0,817.0,129.0,1470.0,17.0,593.0,287.0,884.0,0.0,371.0,492.0,26.0,22.0,0.0,0.0,41.0,1670.0,493.0,13.0,118.0,837.0,57.0,389.0,0.0,113.0,32.0,0.0,0.0,212.0,0.0,53.0,294.0,7.0,32.0,15.0,49.0,100.0,0.0,41.0,10.0,40.0,921.0,0.0,0.0,75.0,124.0,404.0,13.0,0.0,0.0,3.0,14.0,1.0,122.0,0.0,28.0,0.0,121.0,0.0,3.0,64.0,0.0,141.0,420.0,0.0,0.0,0.0,0.0,8.0,172.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,27.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,147.0,204.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,43.0,10.0,0.0,53.0,7.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2021-11-22,147706.0,7579.0,4141.0,45653.0,5339.0,34533.0,24856.0,47887.0,6403.0,15875.0,5427.0,641.0,2194.0,186.0,12375.0,2141.0,8612.0,312.0,23024.0,443.0,4885.0,22778.0,4461.0,773.0,6428.0,42060.0,829.0,10321.0,1550.0,2168.0,44.0,264.0,1475.0,14592.0,701.0,7287.0,7362.0,0.0,2771.0,13806.0,315.0,27209.0,773.0,4324.0,53.0,240.0,1851.0,3810.0,5630.0,367.0,67.0,3462.0,0.0,1002.0,1327.0,36.0,1713.0,2698.0,1294.0,58.0,825.0,735.0,404.0,39.0,506.0,867.0,549.0,132.0,1398.0,133.0,498.0,801.0,132.0,707.0,149.0,2391.0,28.0,581.0,525.0,870.0,107.0,655.0,272.0,7.0,18.0,1332.0,2616.0,32.0,1461.0,349.0,3.0,141.0,403.0,0.0,155.0,207.0,159.0,27.0,623.0,4.0,242.0,703.0,51.0,253.0,10.0,15.0,14.0,60.0,0.0,0.0,37.0,15.0,22.0,999.0,677.0,0.0,102.0,96.0,404.0,9.0,97.0,2.0,1.0,0.0,4.0,62.0,15.0,93.0,0.0,119.0,264.0,4.0,52.0,113.0,31.0,30.0,365.0,181.0,32.0,17.0,3.0,149.0,0.0,2.0,81.0,10.0,182.0,0.0,213.0,0.0,97.0,17.0,0.0,0.0,0.0,0.0,4.0,3.0,42.0,39.0,217.0,5.0,0.0,0.0,0.0,0.0,6.0,32.0,13.0,15.0,7.0,0.0,0.0,3.0,1.0,0.0,177.0,23.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,2021-11-23,92722.0,9283.0,12440.0,43020.0,30505.0,32899.0,28170.0,68049.0,10044.0,6777.0,5144.0,1644.0,2478.0,394.0,19935.0,0.0,13826.0,18586.0,23042.0,967.0,5594.0,961.0,2223.0,1539.0,5126.0,12115.0,898.0,39132.0,2736.0,1760.0,107.0,284.0,2560.0,6355.0,-1149.0,8348.0,11078.0,3825.0,3033.0,9513.0,350.0,6518.0,1055.0,4549.0,157.0,234.0,5085.0,4338.0,3661.0,313.0,70.0,3233.0,1038.0,1464.0,4926.0,311.0,1453.0,4115.0,1059.0,960.0,1904.0,1499.0,167.0,38.0,79.0,1873.0,631.0,214.0,3394.0,58.0,250.0,0.0,190.0,846.0,223.0,1520.0,12.0,595.0,0.0,856.0,0.0,544.0,531.0,10.0,53.0,594.0,1088.0,23.0,1782.0,1293.0,17.0,147.0,820.0,88.0,490.0,0.0,172.0,0.0,556.0,3.0,174.0,437.0,69.0,354.0,15.0,104.0,0.0,31.0,93.0,0.0,39.0,23.0,28.0,1323.0,159.0,0.0,48.0,123.0,682.0,28.0,52.0,0.0,1.0,61.0,7.0,71.0,0.0,0.0,400.0,117.0,68.0,5.0,97.0,0.0,89.0,133.0,202.0,179.0,0.0,2.0,9.0,290.0,34.0,4.0,42.0,0.0,0.0,0.0,43.0,0.0,147.0,61.0,120.0,1.0,0.0,129.0,0.0,7.0,4.0,71.0,216.0,0.0,2.0,9.0,42.0,0.0,6.0,43.0,35.0,26.0,9.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,45.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,2021-11-24,111648.0,9119.0,12254.0,42950.0,32633.0,32555.0,27592.0,79051.0,12450.0,8527.0,4813.0,2234.0,2520.0,451.0,28431.0,3698.0,15328.0,1275.0,23783.0,840.0,5755.0,24988.0,2676.0,1556.0,5857.0,23350.0,776.0,11811.0,2796.0,2034.0,73.0,312.0,3773.0,8588.0,494.0,7106.0,13266.0,2076.0,2631.0,15365.0,363.0,12637.0,1087.0,4534.0,130.0,182.0,3201.0,4485.0,3891.0,305.0,73.0,2569.0,1827.0,1527.0,6136.0,93.0,1697.0,3937.0,0.0,815.0,1924.0,745.0,177.0,34.0,0.0,2169.0,629.0,268.0,3146.0,64.0,258.0,785.0,190.0,470.0,223.0,4575.0,21.0,468.0,1345.0,901.0,185.0,860.0,860.0,5.0,35.0,825.0,1007.0,37.0,2079.0,1279.0,9.0,143.0,655.0,0.0,441.0,0.0,180.0,73.0,609.0,8.0,206.0,434.0,43.0,329.0,6.0,17.0,21.0,37.0,0.0,0.0,34.0,22.0,25.0,1336.0,556.0,604.0,50.0,102.0,689.0,19.0,31.0,2.0,3.0,8.0,8.0,86.0,6.0,98.0,0.0,110.0,69.0,9.0,85.0,65.0,79.0,102.0,150.0,106.0,4.0,0.0,0.0,198.0,0.0,0.0,179.0,31.0,24.0,4.0,84.0,0.0,136.0,72.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,70.0,180.0,18.0,0.0,0.0,0.0,0.0,5.0,39.0,27.0,25.0,12.0,0.0,0.0,2.0,0.0,1.0,75.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,2021-11-25,34805.0,10549.0,12283.0,47287.0,33510.0,32866.0,24467.0,74579.0,13756.0,9258.0,4850.0,2260.0,2644.0,372.0,28143.0,8415.0,17873.0,2465.0,22239.0,958.0,6144.0,18046.0,4223.0,1529.0,12894.0,20836.0,743.0,12450.0,2104.0,2670.0,112.0,237.0,3150.0,8048.0,607.0,6561.0,13141.0,2052.0,2677.0,13592.0,252.0,12165.0,1063.0,4283.0,115.0,240.0,4331.0,4443.0,4763.0,281.0,77.0,2370.0,1510.0,1627.0,6246.0,159.0,1674.0,3899.0,2328.0,829.0,1880.0,740.0,133.0,28.0,0.0,1964.0,482.0,202.0,2678.0,80.0,257.0,1654.0,174.0,759.0,240.0,2970.0,26.0,732.0,586.0,899.0,0.0,855.0,592.0,5.0,46.0,740.0,1344.0,29.0,1275.0,1095.0,13.0,155.0,619.0,206.0,473.0,257.0,161.0,27.0,516.0,9.0,219.0,0.0,70.0,310.0,12.0,112.0,7.0,32.0,0.0,0.0,32.0,26.0,19.0,1504.0,421.0,0.0,56.0,76.0,624.0,25.0,0.0,5.0,2.0,5.0,8.0,83.0,0.0,27.0,0.0,106.0,97.0,2.0,69.0,0.0,89.0,139.0,142.0,93.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,47.0,161.0,48.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,177.0,0.0,1.0,0.0,0.0,1.0,5.0,36.0,19.0,19.0,0.0,0.0,177.0,0.0,2.0,0.0,36.0,23.0,0.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2021-11-26,52090.0,8318.0,10879.0,49829.0,34472.0,33824.0,24002.0,65584.0,13681.0,9912.0,4384.0,1912.0,2660.0,453.0,26794.0,3445.0,16802.0,2828.0,21349.0,769.0,5501.0,27793.0,3037.0,1434.0,6073.0,21772.0,856.0,13109.0,1958.0,2674.0,113.0,239.0,3205.0,8033.0,453.0,6602.0,12095.0,2160.0,2339.0,12245.0,411.0,11871.0,996.0,4080.0,154.0,186.0,4534.0,4168.0,4619.0,242.0,70.0,2488.0,1474.0,1480.0,5460.0,127.0,1729.0,4067.0,1359.0,483.0,1997.0,714.0,131.0,24.0,0.0,2131.0,493.0,283.0,2363.0,72.0,266.0,907.0,172.0,508.0,214.0,2942.0,21.0,600.0,195.0,913.0,147.0,712.0,675.0,0.0,42.0,735.0,1406.0,26.0,1090.0,874.0,6.0,151.0,636.0,0.0,434.0,0.0,193.0,62.0,440.0,3.0,206.0,489.0,74.0,264.0,17.0,27.0,18.0,76.0,0.0,0.0,29.0,8.0,29.0,1510.0,335.0,0.0,65.0,152.0,720.0,25.0,55.0,14.0,0.0,21.0,10.0,56.0,20.0,54.0,0.0,100.0,0.0,6.0,85.0,0.0,50.0,60.0,152.0,105.0,6.0,26.0,4.0,337.0,0.0,20.0,0.0,24.0,53.0,0.0,146.0,0.0,127.0,75.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,147.0,148.0,27.0,0.0,32.0,0.0,0.0,2.0,22.0,16.0,0.0,4.0,1.0,0.0,4.0,0.0,1.0,45.0,31.0,0.0,36.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,2021-11-27,25493.0,8774.0,8309.0,39834.0,37089.0,33119.0,23759.0,44977.0,12869.0,0.0,3045.0,1521.0,2620.0,404.0,26188.0,0.0,15027.0,3220.0,22071.0,790.0,5097.0,20417.0,1982.0,1574.0,0.0,0.0,563.0,16067.0,1727.0,2634.0,120.0,155.0,3364.0,0.0,340.0,5859.0,11862.0,0.0,2211.0,11671.0,303.0,0.0,926.0,2674.0,116.0,183.0,4058.0,3744.0,4791.0,197.0,68.0,1218.0,1515.0,1235.0,5502.0,175.0,1696.0,3928.0,0.0,458.0,1617.0,719.0,0.0,29.0,0.0,2046.0,505.0,210.0,2234.0,0.0,0.0,686.0,119.0,490.0,291.0,1891.0,21.0,0.0,620.0,931.0,0.0,498.0,517.0,0.0,36.0,0.0,0.0,16.0,1761.0,919.0,20.0,155.0,646.0,41.0,463.0,0.0,163.0,0.0,405.0,0.0,218.0,0.0,67.0,340.0,9.0,19.0,9.0,10.0,0.0,878.0,26.0,14.0,26.0,1491.0,0.0,0.0,96.0,76.0,672.0,9.0,0.0,3.0,6.0,18.0,4.0,95.0,0.0,31.0,0.0,0.0,0.0,5.0,80.0,75.0,44.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,151.0,81.0,0.0,1.0,197.0,0.0,0.0,12.0,0.0,74.0,146.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,37.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2021-11-28,42148.0,8309.0,3536.0,36591.0,31587.0,32786.0,21655.0,23325.0,12927.0,0.0,3781.0,888.0,2196.0,264.0,20574.0,2956.0,8245.0,2858.0,22172.0,630.0,4239.0,22106.0,1725.0,1326.0,5854.0,0.0,538.0,12936.0,1377.0,2328.0,60.0,205.0,2897.0,0.0,329.0,3823.0,9057.0,0.0,1674.0,10478.0,176.0,0.0,805.0,4012.0,84.0,153.0,3333.0,4387.0,3735.0,154.0,60.0,728.0,1319.0,1155.0,3339.0,95.0,1671.0,3304.0,1357.0,115.0,1662.0,742.0,0.0,24.0,0.0,1292.0,350.0,0.0,1478.0,0.0,0.0,650.0,85.0,292.0,167.0,1721.0,0.0,784.0,0.0,951.0,0.0,107.0,409.0,0.0,11.0,0.0,0.0,33.0,747.0,488.0,5.0,153.0,389.0,58.0,333.0,0.0,172.0,115.0,418.0,9.0,232.0,0.0,41.0,265.0,6.0,28.0,20.0,28.0,0.0,884.0,23.0,5.0,44.0,1195.0,0.0,0.0,47.0,114.0,456.0,5.0,0.0,8.0,4.0,4.0,10.0,72.0,0.0,19.0,0.0,201.0,0.0,4.0,63.0,0.0,66.0,123.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,39.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,184.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,9.0,0.0,136.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
