,Date,US,India,France,Germany,Brazil,"Korea, South",United Kingdom,Italy,Japan,Russia,Turkey,Spain,Vietnam,Australia,Argentina,Netherlands,Taiwan*,Iran,Mexico,Indonesia,Poland,Colombia,Ukraine,Portugal,Austria,Greece,Malaysia,Chile,Israel,Thailand,Belgium,Canada,Switzerland,Peru,Czechia,South Africa,Philippines,Denmark,China,Romania,Slovakia,Sweden,Iraq,Serbia,Hungary,Singapore,Bangladesh,New Zealand,Georgia,Jordan,Ireland,Pakistan,Kazakhstan,Norway,Finland,Bulgaria,Lithuania,Morocco,Croatia,Slovenia,Lebanon,Guatemala,Tunisia,Costa Rica,Cuba,Bolivia,United Arab Emirates,Ecuador,Nepal,Panama,Belarus,Uruguay,Mongolia,Latvia,Saudi Arabia,Azerbaijan,Paraguay,West Bank and Gaza,Bahrain,Sri Lanka,Kuwait,Dominican Republic,Burma,Cyprus,Estonia,Moldova,Venezuela,Egypt,Libya,Ethiopia,Qatar,Honduras,Armenia,Bosnia and Herzegovina,Oman,North Macedonia,Kenya,Zambia,Albania,Botswana,Luxembourg,Montenegro,Kosovo,Algeria,Mauritius,Nigeria,Zimbabwe,Brunei,Uzbekistan,Mozambique,Laos,Iceland,Kyrgyzstan,Afghanistan,El Salvador,Maldives,Trinidad and Tobago,Ghana,Namibia,Uganda,Jamaica,Cambodia,Rwanda,Cameroon,Malta,Barbados,Angola,Congo (Kinshasa),Senegal,Malawi,Cote d'Ivoire,Suriname,Eswatini,Guyana,Belize,Fiji,Madagascar,Sudan,Mauritania,Cabo Verde,Bhutan,Syria,Burundi,Seychelles,Gabon,Andorra,Papua New Guinea,Tanzania,Togo,Guinea,Bahamas,Lesotho,Haiti,Mali,Saint Lucia,Benin,Somalia,Congo (Brazzaville),Solomon Islands,Timor-Leste,Micronesia,San Marino,Burkina Faso,Liechtenstein,Grenada,South Sudan,Tajikistan,Equatorial Guinea,Tonga,Samoa,Dominica,Djibouti,Marshall Islands,Central African Republic,Monaco,Nicaragua,Gambia,Vanuatu,Yemen,Eritrea,Saint Vincent and the Grenadines,Niger,Antigua and Barbuda,Comoros,Guinea-Bissau,Liberia,Sierra Leone,Chad,Saint Kitts and Nevis,Sao Tome and Principe,Palau,Nauru,Kiribati,Tuvalu,Summer Olympics 2020,Diamond Princess,Winter Olympics 2022,Holy See,Antarctica,MS Zaandam,"Korea, North"
310,2022-02-01,3357.0,1733.0,370.0,188.0,767.0,15.0,205.0,427.0,70.0,649.0,198.0,408.0,0.0,70.0,240.0,18.0,0.0,50.0,829.0,28.0,240.0,251.0,206.0,63.0,16.0,108.0,7.0,12.0,121.0,12.0,31.0,162.0,15.0,0.0,34.0,195.0,51.0,17.0,0.0,97.0,20.0,106.0,16.0,58.0,66.0,3.0,31.0,0.0,36.0,18.0,0.0,29.0,20.0,0.0,0.0,87.0,16.0,35.0,66.0,14.0,15.0,16.0,74.0,18.0,8.0,60.0,5.0,39.0,9.0,36.0,15.0,34.0,4.0,15.0,1.0,21.0,65.0,6.0,0.0,33.0,2.0,3.0,0.0,1.0,4.0,24.0,0.0,48.0,11.0,6.0,2.0,0.0,3.0,51.0,2.0,35.0,4.0,3.0,0.0,0.0,1.0,4.0,6.0,14.0,0.0,0.0,12.0,0.0,4.0,1.0,4.0,0.0,4.0,3.0,9.0,1.0,8.0,0.0,2.0,5.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,2022-02-02,3588.0,1008.0,276.0,196.0,945.0,25.0,187.0,395.0,82.0,665.0,217.0,224.0,0.0,82.0,321.0,13.0,0.0,59.0,0.0,25.0,319.0,230.0,217.0,56.0,13.0,113.0,7.0,9.0,1.0,22.0,49.0,175.0,26.0,386.0,38.0,175.0,43.0,20.0,0.0,120.0,27.0,67.0,25.0,61.0,77.0,1.0,36.0,0.0,44.0,13.0,92.0,42.0,19.0,27.0,22.0,87.0,20.0,29.0,54.0,13.0,17.0,20.0,0.0,12.0,8.0,34.0,3.0,67.0,12.0,0.0,17.0,27.0,2.0,23.0,2.0,24.0,40.0,12.0,1.0,18.0,2.0,3.0,0.0,2.0,2.0,25.0,7.0,52.0,7.0,3.0,2.0,0.0,4.0,57.0,5.0,26.0,6.0,1.0,16.0,0.0,3.0,14.0,6.0,11.0,0.0,0.0,2.0,0.0,3.0,6.0,2.0,1.0,5.0,1.0,6.0,1.0,11.0,0.0,4.0,7.0,12.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,0.0,8.0,0.0,91.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,2022-02-03,2482.0,1072.0,264.0,164.0,1000.0,24.0,197.0,414.0,90.0,656.0,233.0,183.0,286.0,86.0,318.0,14.0,0.0,61.0,573.0,38.0,307.0,262.0,221.0,53.0,16.0,112.0,8.0,82.0,86.0,21.0,53.0,171.0,19.0,186.0,44.0,82.0,71.0,21.0,0.0,111.0,19.0,72.0,25.0,59.0,88.0,1.0,33.0,0.0,42.0,23.0,0.0,48.0,23.0,0.0,29.0,96.0,16.0,51.0,42.0,19.0,19.0,25.0,134.0,16.0,5.0,28.0,2.0,37.0,14.0,36.0,15.0,39.0,1.0,12.0,4.0,18.0,50.0,12.0,1.0,23.0,2.0,2.0,0.0,0.0,8.0,27.0,15.0,45.0,9.0,7.0,2.0,0.0,5.0,48.0,5.0,24.0,11.0,4.0,0.0,4.0,0.0,9.0,5.0,14.0,0.0,0.0,5.0,0.0,4.0,0.0,5.0,0.0,7.0,2.0,7.0,2.0,10.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,2022-02-04,4122.0,1059.0,355.0,170.0,964.0,22.0,161.0,433.0,103.0,668.0,248.0,0.0,84.0,81.0,287.0,8.0,0.0,57.0,1336.0,42.0,246.0,239.0,188.0,50.0,21.0,94.0,11.0,43.0,98.0,22.0,42.0,159.0,11.0,240.0,38.0,0.0,46.0,18.0,0.0,97.0,25.0,80.0,21.0,61.0,105.0,6.0,30.0,0.0,39.0,17.0,0.0,28.0,30.0,0.0,17.0,100.0,15.0,25.0,46.0,21.0,18.0,24.0,52.0,20.0,7.0,0.0,5.0,40.0,16.0,25.0,17.0,27.0,2.0,11.0,3.0,26.0,0.0,0.0,0.0,29.0,2.0,4.0,0.0,4.0,6.0,16.0,5.0,39.0,8.0,2.0,1.0,0.0,10.0,69.0,0.0,39.0,0.0,3.0,9.0,0.0,2.0,5.0,1.0,13.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,0.0,0.0,6.0,0.0,15.0,0.0,1.0,4.0,10.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,2022-02-05,925.0,865.0,170.0,172.0,830.0,15.0,173.0,375.0,116.0,704.0,221.0,0.0,114.0,46.0,145.0,12.0,0.0,64.0,588.0,44.0,272.0,236.0,195.0,44.0,24.0,72.0,14.0,63.0,27.0,21.0,0.0,99.0,3.0,245.0,47.0,272.0,0.0,35.0,1.0,110.0,17.0,0.0,23.0,60.0,0.0,0.0,36.0,0.0,33.0,12.0,0.0,30.0,0.0,0.0,0.0,40.0,18.0,35.0,43.0,26.0,19.0,25.0,64.0,0.0,4.0,56.0,4.0,14.0,9.0,0.0,16.0,19.0,4.0,11.0,3.0,23.0,82.0,0.0,1.0,28.0,3.0,3.0,0.0,1.0,3.0,21.0,7.0,58.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,9.0,0.0,3.0,5.0,0.0,2.0,0.0,3.0,0.0,3.0,5.0,6.0,1.0,6.0,8.0,3.0,3.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,33.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,2022-02-06,466.0,895.0,129.0,41.0,419.0,13.0,158.0,229.0,68.0,650.0,201.0,0.0,63.0,48.0,100.0,9.0,0.0,85.0,129.0,57.0,19.0,239.0,120.0,51.0,17.0,95.0,9.0,57.0,42.0,20.0,0.0,84.0,4.0,93.0,39.0,18.0,312.0,18.0,0.0,82.0,20.0,0.0,17.0,63.0,0.0,2.0,29.0,0.0,38.0,20.0,0.0,38.0,0.0,0.0,0.0,42.0,17.0,18.0,59.0,16.0,17.0,6.0,67.0,0.0,8.0,0.0,2.0,9.0,11.0,31.0,15.0,12.0,3.0,6.0,1.0,25.0,47.0,0.0,0.0,23.0,2.0,3.0,0.0,4.0,3.0,13.0,6.0,59.0,15.0,7.0,0.0,0.0,5.0,0.0,14.0,29.0,14.0,2.0,9.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,7.0,9.0,2.0,6.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,2022-02-07,2889.0,1188.0,417.0,49.0,432.0,36.0,141.0,326.0,113.0,600.0,236.0,530.0,100.0,54.0,259.0,7.0,0.0,104.0,206.0,82.0,10.0,235.0,124.0,36.0,25.0,116.0,9.0,73.0,46.0,12.0,110.0,125.0,22.0,130.0,29.0,186.0,12.0,28.0,0.0,81.0,15.0,0.0,27.0,63.0,234.0,6.0,38.0,0.0,34.0,27.0,0.0,37.0,60.0,0.0,37.0,176.0,16.0,24.0,57.0,15.0,19.0,8.0,14.0,53.0,4.0,42.0,1.0,0.0,13.0,0.0,12.0,19.0,3.0,9.0,3.0,27.0,48.0,38.0,3.0,26.0,1.0,4.0,0.0,0.0,6.0,8.0,0.0,57.0,13.0,10.0,0.0,0.0,11.0,128.0,8.0,21.0,0.0,3.0,7.0,8.0,6.0,9.0,8.0,8.0,19.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,3.0,10.0,10.0,1.0,7.0,7.0,0.0,9.0,4.0,0.0,1.0,27.0,1.0,0.0,0.0,38.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,2022-02-08,3001.0,1217.0,691.0,177.0,1172.0,21.0,160.0,415.0,159.0,687.0,241.0,361.0,97.0,71.0,284.0,2.0,0.0,114.0,132.0,83.0,287.0,205.0,266.0,44.0,19.0,112.0,13.0,27.0,77.0,17.0,92.0,124.0,57.0,198.0,71.0,268.0,83.0,19.0,1.0,193.0,22.0,64.0,27.0,59.0,94.0,3.0,43.0,0.0,54.0,35.0,0.0,48.0,12.0,0.0,2.0,98.0,9.0,40.0,50.0,22.0,20.0,18.0,131.0,18.0,4.0,0.0,4.0,0.0,11.0,42.0,16.0,20.0,0.0,9.0,2.0,22.0,51.0,15.0,2.0,35.0,2.0,3.0,0.0,11.0,10.0,27.0,8.0,60.0,7.0,12.0,1.0,0.0,5.0,56.0,8.0,25.0,0.0,0.0,6.0,0.0,2.0,3.0,2.0,13.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,0.0,4.0,12.0,8.0,1.0,19.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,2022-02-09,3336.0,1241.0,0.0,272.0,1303.0,20.0,151.0,384.0,162.0,658.0,266.0,282.0,93.0,49.0,217.0,9.0,0.0,116.0,743.0,65.0,310.0,207.0,251.0,52.0,26.0,88.0,9.0,24.0,34.0,24.0,68.0,145.0,25.0,224.0,63.0,213.0,69.0,21.0,2.0,176.0,19.0,114.0,30.0,58.0,101.0,4.0,33.0,0.0,51.0,27.0,63.0,47.0,21.0,45.0,29.0,108.0,24.0,41.0,37.0,16.0,19.0,15.0,65.0,18.0,3.0,48.0,4.0,0.0,14.0,12.0,15.0,20.0,4.0,9.0,3.0,28.0,47.0,15.0,2.0,36.0,1.0,4.0,0.0,5.0,13.0,34.0,9.0,57.0,9.0,12.0,0.0,0.0,6.0,41.0,2.0,34.0,1.0,1.0,6.0,0.0,0.0,9.0,5.0,11.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,0.0,4.0,11.0,7.0,1.0,9.0,0.0,2.0,2.0,7.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,126.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,2022-02-10,3251.0,657.0,655.0,238.0,917.0,49.0,130.0,325.0,164.0,691.0,264.0,393.0,74.0,57.0,263.0,16.0,0.0,130.0,0.0,74.0,262.0,179.0,290.0,47.0,16.0,97.0,10.0,162.0,62.0,20.0,66.0,117.0,25.0,201.0,48.0,203.0,93.0,31.0,1.0,139.0,26.0,37.0,26.0,63.0,99.0,1.0,41.0,0.0,53.0,22.0,0.0,39.0,23.0,1.0,15.0,76.0,11.0,29.0,48.0,21.0,20.0,35.0,52.0,22.0,4.0,0.0,5.0,115.0,12.0,11.0,14.0,14.0,3.0,9.0,3.0,24.0,50.0,19.0,1.0,31.0,3.0,3.0,0.0,1.0,7.0,29.0,17.0,62.0,11.0,10.0,2.0,0.0,15.0,41.0,5.0,28.0,4.0,1.0,3.0,4.0,2.0,2.0,4.0,12.0,0.0,0.0,6.0,0.0,3.0,2.0,1.0,2.0,4.0,12.0,8.0,1.0,6.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,2022-02-11,2702.0,804.0,270.0,226.0,1129.0,33.0,144.0,334.0,150.0,710.0,253.0,389.0,96.0,64.0,152.0,23.0,0.0,143.0,927.0,100.0,291.0,181.0,248.0,41.0,19.0,102.0,24.0,97.0,35.0,23.0,61.0,141.0,17.0,228.0,52.0,146.0,71.0,24.0,1.0,132.0,24.0,106.0,29.0,65.0,91.0,3.0,27.0,0.0,55.0,25.0,0.0,44.0,20.0,0.0,29.0,86.0,19.0,20.0,44.0,10.0,18.0,34.0,63.0,20.0,6.0,21.0,5.0,0.0,14.0,17.0,17.0,19.0,3.0,20.0,4.0,26.0,43.0,0.0,2.0,31.0,1.0,2.0,0.0,18.0,5.0,27.0,0.0,61.0,6.0,10.0,1.0,0.0,22.0,46.0,0.0,19.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,13.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,3.0,1.0,7.0,0.0,6.0,0.0,3.0,3.0,12.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,2022-02-12,822.0,684.0,161.0,198.0,879.0,36.0,144.0,269.0,145.0,717.0,272.0,0.0,78.0,50.0,128.0,15.0,0.0,133.0,1143.0,107.0,332.0,189.0,277.0,50.0,28.0,70.0,15.0,94.0,32.0,25.0,0.0,109.0,1.0,155.0,53.0,134.0,76.0,37.0,3.0,157.0,17.0,0.0,23.0,67.0,0.0,8.0,20.0,0.0,57.0,21.0,0.0,41.0,0.0,0.0,0.0,45.0,22.0,19.0,51.0,15.0,17.0,16.0,61.0,0.0,7.0,21.0,1.0,0.0,4.0,12.0,16.0,15.0,2.0,13.0,2.0,29.0,0.0,0.0,4.0,23.0,1.0,2.0,0.0,5.0,6.0,31.0,8.0,59.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,31.0,3.0,1.0,5.0,0.0,0.0,2.0,4.0,12.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,7.0,10.0,7.0,1.0,12.0,0.0,2.0,0.0,18.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,67.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,2022-02-13,582.0,346.0,107.0,58.0,327.0,21.0,126.0,191.0,137.0,694.0,276.0,0.0,84.0,11.0,94.0,9.0,0.0,148.0,0.0,111.0,31.0,162.0,152.0,38.0,32.0,75.0,11.0,94.0,78.0,24.0,0.0,31.0,3.0,261.0,55.0,8.0,0.0,31.0,0.0,81.0,14.0,0.0,26.0,61.0,0.0,4.0,28.0,1.0,40.0,31.0,0.0,29.0,0.0,0.0,0.0,45.0,30.0,15.0,49.0,7.0,16.0,10.0,54.0,0.0,5.0,23.0,1.0,0.0,10.0,12.0,16.0,12.0,5.0,4.0,2.0,23.0,61.0,0.0,2.0,31.0,1.0,4.0,0.0,0.0,7.0,16.0,9.0,0.0,12.0,3.0,0.0,0.0,10.0,0.0,13.0,11.0,2.0,0.0,3.0,0.0,0.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,6.0,5.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,2022-02-14,3182.0,347.0,385.0,42.0,478.0,61.0,157.0,281.0,149.0,672.0,266.0,601.0,91.0,60.0,268.0,9.0,0.0,168.0,122.0,145.0,17.0,186.0,153.0,35.0,32.0,82.0,24.0,108.0,80.0,26.0,100.0,102.0,27.0,85.0,53.0,257.0,164.0,42.0,2.0,75.0,10.0,0.0,25.0,67.0,271.0,9.0,19.0,0.0,21.0,24.0,0.0,27.0,45.0,0.0,44.0,187.0,20.0,21.0,64.0,18.0,15.0,6.0,0.0,34.0,4.0,30.0,2.0,182.0,8.0,0.0,12.0,22.0,2.0,5.0,1.0,27.0,59.0,68.0,0.0,36.0,1.0,0.0,1.0,3.0,2.0,22.0,11.0,117.0,10.0,2.0,2.0,0.0,19.0,112.0,3.0,21.0,1.0,1.0,4.0,6.0,7.0,3.0,2.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,7.0,8.0,0.0,5.0,7.0,2.0,4.0,11.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,2022-02-15,2607.0,514.0,0.0,243.0,925.0,39.0,135.0,388.0,236.0,692.0,309.0,310.0,85.0,62.0,236.0,14.0,1.0,167.0,146.0,134.0,378.0,138.0,317.0,55.0,23.0,81.0,31.0,32.0,27.0,27.0,54.0,102.0,12.0,156.0,118.0,181.0,52.0,32.0,3.0,204.0,18.0,78.0,35.0,59.0,123.0,7.0,34.0,0.0,51.0,22.0,99.0,49.0,15.0,0.0,1.0,95.0,36.0,18.0,47.0,23.0,17.0,18.0,26.0,23.0,0.0,17.0,1.0,2.0,2.0,20.0,13.0,16.0,2.0,12.0,1.0,28.0,63.0,13.0,2.0,30.0,1.0,2.0,3.0,3.0,7.0,20.0,7.0,56.0,8.0,2.0,0.0,0.0,15.0,31.0,5.0,25.0,0.0,1.0,6.0,0.0,3.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,9.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
