,Date,US,India,Brazil,United Kingdom,France,Russia,Turkey,Italy,Spain,Germany,Argentina,Iran,Colombia,Poland,Indonesia,Mexico,Ukraine,Netherlands,South Africa,Philippines,Malaysia,Canada,Czechia,Peru,Belgium,Thailand,Iraq,Vietnam,Romania,Chile,Japan,Portugal,Israel,Switzerland,Greece,Australia,Bangladesh,Sweden,Serbia,Slovakia,Austria,Hungary,Pakistan,Kazakhstan,Denmark,Jordan,Ireland,Morocco,Cuba,Georgia,Nepal,Bulgaria,Lebanon,Croatia,United Arab Emirates,Tunisia,Bolivia,Belarus,"Korea, South",Guatemala,Azerbaijan,Costa Rica,Saudi Arabia,Ecuador,Sri Lanka,Lithuania,Panama,Burma,Slovenia,Norway,Uruguay,Dominican Republic,Paraguay,West Bank and Gaza,Kuwait,Ethiopia,Venezuela,Mongolia,Egypt,Libya,Moldova,Honduras,Finland,Armenia,Kenya,Bosnia and Herzegovina,Oman,Bahrain,Latvia,Zambia,Qatar,Singapore,Estonia,Nigeria,North Macedonia,Botswana,Albania,Zimbabwe,Algeria,Cyprus,Mozambique,Uzbekistan,Montenegro,Kyrgyzstan,Kosovo,Afghanistan,Uganda,Namibia,Ghana,Rwanda,El Salvador,Luxembourg,Laos,Cambodia,China,Cameroon,Jamaica,Maldives,Trinidad and Tobago,Angola,Congo (Kinshasa),Malawi,Senegal,Cote d'Ivoire,Eswatini,Malta,Suriname,Fiji,Madagascar,Cabo Verde,Mauritania,Syria,Sudan,Guyana,Gabon,Iceland,Belize,Papua New Guinea,Burundi,Togo,Guinea,Barbados,Lesotho,Seychelles,Tanzania,Bahamas,Andorra,Mali,Haiti,Benin,Mauritius,Somalia,Congo (Brazzaville),Burkina Faso,Timor-Leste,Taiwan*,Nicaragua,Tajikistan,Saint Lucia,South Sudan,Brunei,Equatorial Guinea,New Zealand,Djibouti,Central African Republic,Gambia,San Marino,Yemen,Grenada,Eritrea,Niger,Dominica,Comoros,Sierra Leone,Liberia,Liechtenstein,Guinea-Bissau,Saint Vincent and the Grenadines,Chad,Monaco,Sao Tome and Principe,Antigua and Barbuda,Saint Kitts and Nevis,Bhutan,Summer Olympics 2020,Diamond Princess,Holy See,Solomon Islands,MS Zaandam,Palau,Vanuatu,Marshall Islands,Samoa,Kiribati,Micronesia,Tonga
36,2021-01-03,0.0,19557.0,10916.0,350.0,213.0,19658.0,10102.0,14746.0,0.0,21341.0,5868.0,8692.0,11380.0,7657.0,6419.0,7526.0,6439.0,225.0,5975.0,8316.0,2726.0,13103.0,4086.0,7364.0,0.0,15.0,1974.0,2.0,3564.0,2496.0,2066.0,2385.0,6582.0,0.0,0.0,0.0,978.0,0.0,0.0,1709.0,1909.0,3978.0,1797.0,799.0,2715.0,2499.0,0.0,1225.0,182.0,2469.0,637.0,944.0,1768.0,1142.0,1609.0,999.0,234.0,1521.0,733.0,387.0,2918.0,0.0,180.0,5843.0,535.0,4047.0,2122.0,888.0,855.0,0.0,533.0,653.0,957.0,1160.0,281.0,42.0,182.0,9.0,418.0,1129.0,905.0,0.0,0.0,451.0,61.0,209.0,376.0,128.0,631.0,141.0,128.0,11.0,118.0,255.0,460.0,0.0,295.0,211.0,197.0,0.0,81.0,193.0,333.0,377.0,783.0,0.0,0.0,124.0,100.0,67.0,-4173.0,0.0,0.0,0.0,60.0,0.0,154.0,25.0,10.0,34.0,0.0,5.0,82.0,17.0,17.0,64.0,42.0,0.0,0.0,2.0,223.0,61.0,0.0,5.0,0.0,0.0,44.0,94.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,106.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2021-01-04,0.0,29091.0,45873.0,166.0,651.0,20997.0,9896.0,16206.0,0.0,23291.0,5123.0,7719.0,9826.0,6461.0,7166.0,7403.0,4850.0,129.0,7894.0,21.0,1010.0,12853.0,2869.0,0.0,0.0,45.0,1809.0,0.0,2301.0,2443.0,2190.0,1884.0,2333.0,0.0,0.0,7.0,917.0,0.0,0.0,903.0,1442.0,5689.0,1903.0,484.0,2417.0,2444.0,0.0,1579.0,161.0,1963.0,594.0,2213.0,1599.0,852.0,1746.0,1442.0,424.0,995.0,932.0,347.0,1891.0,993.0,166.0,0.0,565.0,2959.0,1872.0,652.0,360.0,0.0,414.0,877.0,963.0,1413.0,240.0,243.0,200.0,6.0,703.0,907.0,774.0,0.0,0.0,740.0,184.0,0.0,106.0,309.0,391.0,146.0,117.0,10.0,130.0,655.0,603.0,345.0,348.0,142.0,191.0,0.0,63.0,0.0,530.0,0.0,0.0,803.0,230.0,112.0,0.0,64.0,217.0,2386.0,0.0,0.0,54.0,0.0,140.0,13.0,28.0,43.0,7.0,3.0,100.0,147.0,10.0,111.0,30.0,0.0,0.0,17.0,241.0,69.0,0.0,37.0,27.0,87.0,101.0,0.0,0.0,5.0,33.0,5.0,0.0,0.0,0.0,0.0,31.0,81.0,0.0,0.0,17.0,0.0,0.0,41.0,5.0,7.0,0.0,38.0,3.0,0.0,0.0,7.0,16.0,6.0,0.0,0.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,4.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2021-01-05,0.0,21314.0,44800.0,123.0,1466.0,22308.0,8908.0,16023.0,0.0,26869.0,8533.0,8291.0,6831.0,9338.0,6643.0,7303.0,14174.0,74.0,9306.0,96.0,1221.0,6132.0,10807.0,2021.0,0.0,21.0,1928.0,0.0,4658.0,2091.0,2745.0,4691.0,2895.0,0.0,0.0,4.0,944.0,0.0,0.0,1955.0,2766.0,2506.0,4033.0,885.0,3050.0,2091.0,0.0,1736.0,199.0,382.0,578.0,2142.0,1229.0,1009.0,1866.0,1833.0,832.0,949.0,823.0,558.0,2479.0,691.0,146.0,0.0,445.0,2916.0,2399.0,605.0,1521.0,0.0,380.0,519.0,986.0,1549.0,273.0,203.0,264.0,0.0,813.0,956.0,730.0,0.0,2000.0,928.0,100.0,1574.0,34.0,218.0,0.0,297.0,131.0,20.0,1054.0,697.0,572.0,0.0,555.0,97.0,186.0,0.0,241.0,108.0,492.0,227.0,743.0,136.0,120.0,610.0,0.0,62.0,221.0,104.0,0.0,0.0,93.0,0.0,133.0,13.0,17.0,110.0,0.0,35.0,75.0,9.0,11.0,74.0,54.0,0.0,0.0,11.0,262.0,71.0,0.0,12.0,0.0,6.0,135.0,0.0,0.0,36.0,13.0,0.0,0.0,0.0,0.0,21.0,37.0,76.0,0.0,124.0,0.0,0.0,0.0,143.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,31.0,0.0,0.0,0.0,75.0,0.0,27.0,14.0,0.0,26.0,0.0,0.0,152.0,20.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2021-01-06,0.0,19587.0,38441.0,66.0,1254.0,22752.0,8702.0,20227.0,0.0,23871.0,7432.0,11493.0,10568.0,8852.0,6767.0,6831.0,14793.0,181.0,8360.0,325.0,1129.0,7444.0,12293.0,1863.0,0.0,103.0,1889.0,14.0,4908.0,2090.0,3618.0,3115.0,4656.0,0.0,0.0,8.0,1021.0,0.0,0.0,2908.0,1935.0,2965.0,2122.0,987.0,2809.0,1707.0,0.0,2036.0,212.0,489.0,495.0,2023.0,970.0,775.0,2199.0,1275.0,683.0,1820.0,654.0,597.0,2383.0,1304.0,144.0,0.0,761.0,2476.0,2533.0,596.0,2115.0,0.0,621.0,601.0,961.0,1585.0,231.0,161.0,234.0,0.0,561.0,1191.0,1160.0,0.0,0.0,817.0,609.0,0.0,50.0,218.0,0.0,146.0,126.0,24.0,564.0,903.0,1689.0,0.0,551.0,153.0,198.0,0.0,72.0,105.0,269.0,215.0,0.0,0.0,107.0,423.0,0.0,62.0,0.0,244.0,0.0,0.0,94.0,0.0,76.0,8.0,9.0,101.0,0.0,34.0,92.0,58.0,120.0,80.0,54.0,0.0,0.0,25.0,166.0,67.0,0.0,0.0,38.0,5.0,82.0,0.0,86.0,29.0,0.0,3.0,42.0,0.0,0.0,17.0,30.0,40.0,0.0,0.0,1.0,27.0,0.0,31.0,0.0,3.0,0.0,51.0,0.0,0.0,0.0,11.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,121.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2021-01-07,0.0,20539.0,48235.0,72.0,1.0,23379.0,8211.0,15659.0,0.0,20837.0,10746.0,10032.0,10707.0,7872.0,6924.0,7503.0,11666.0,73.0,8977.0,352.0,2145.0,7023.0,11211.0,0.0,0.0,734.0,1781.0,0.0,4832.0,2154.0,3412.0,3476.0,4545.0,0.0,0.0,6.0,966.0,0.0,0.0,2623.0,1927.0,0.0,3313.0,829.0,3017.0,1616.0,0.0,1825.0,142.0,419.0,483.0,1402.0,1016.0,1232.0,3658.0,1816.0,1080.0,2395.0,720.0,590.0,1931.0,564.0,138.0,0.0,638.0,5122.0,4036.0,647.0,2045.0,0.0,558.0,655.0,977.0,1385.0,224.0,47.0,398.0,12.0,800.0,833.0,889.0,0.0,0.0,812.0,340.0,0.0,100.0,199.0,3376.0,308.0,132.0,21.0,496.0,683.0,416.0,446.0,433.0,117.0,206.0,0.0,314.0,109.0,553.0,206.0,1058.0,625.0,50.0,466.0,236.0,0.0,443.0,475.0,0.0,0.0,78.0,0.0,71.0,13.0,30.0,478.0,12.0,4.0,103.0,89.0,123.0,73.0,59.0,0.0,0.0,32.0,232.0,71.0,0.0,42.0,0.0,14.0,32.0,0.0,0.0,16.0,23.0,0.0,11.0,0.0,0.0,20.0,0.0,51.0,53.0,0.0,0.0,0.0,0.0,59.0,3.0,8.0,0.0,42.0,12.0,0.0,0.0,0.0,0.0,8.0,2961.0,0.0,21.0,2.0,0.0,97.0,71.0,0.0,43.0,44.0,0.0,79.0,0.0,0.0,30.0,20.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2021-01-08,0.0,0.0,55296.0,178.0,2531.0,21576.0,9894.0,17575.0,0.0,16124.0,10102.0,8101.0,16875.0,8983.0,7446.0,7406.0,5232.0,138.0,9703.0,278.0,2708.0,7936.0,2420.0,1788.0,0.0,291.0,1898.0,4.0,3411.0,2564.0,3286.0,4480.0,5840.0,0.0,0.0,0.0,833.0,0.0,0.0,3107.0,2314.0,6908.0,1617.0,751.0,1482.0,1050.0,0.0,1503.0,141.0,494.0,585.0,3831.0,1257.0,1538.0,2218.0,1758.0,616.0,2177.0,955.0,448.0,1879.0,608.0,171.0,0.0,656.0,1146.0,2705.0,828.0,1777.0,0.0,579.0,347.0,922.0,1405.0,244.0,161.0,320.0,0.0,754.0,925.0,616.0,1169.0,0.0,573.0,365.0,1403.0,0.0,245.0,0.0,369.0,139.0,18.0,557.0,570.0,551.0,0.0,436.0,101.0,213.0,0.0,24.0,116.0,325.0,171.0,564.0,149.0,75.0,511.0,0.0,0.0,234.0,295.0,0.0,3.0,65.0,0.0,70.0,41.0,58.0,757.0,8.0,11.0,131.0,24.0,117.0,77.0,67.0,0.0,0.0,26.0,146.0,65.0,0.0,0.0,45.0,14.0,18.0,0.0,0.0,21.0,0.0,8.0,15.0,0.0,0.0,16.0,109.0,63.0,20.0,0.0,0.0,0.0,0.0,177.0,0.0,6.0,0.0,38.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,41.0,0.0,0.0,0.0,58.0,5.0,0.0,3.0,0.0,24.0,0.0,0.0,20.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2021-01-09,0.0,38552.0,68593.0,153.0,879.0,23387.0,7902.0,17040.0,0.0,13063.0,9434.0,8812.0,12404.0,9139.0,6628.0,8377.0,8254.0,202.0,8793.0,285.0,1401.0,6611.0,2194.0,2093.0,0.0,882.0,1965.0,4.0,1508.0,3805.0,3632.0,5899.0,3543.0,0.0,0.0,6.0,785.0,0.0,0.0,3122.0,2167.0,6723.0,1524.0,631.0,1598.0,1590.0,0.0,1469.0,151.0,529.0,699.0,542.0,1730.0,1359.0,2264.0,1353.0,822.0,1654.0,1085.0,559.0,1682.0,0.0,174.0,0.0,521.0,560.0,2183.0,674.0,344.0,0.0,695.0,1164.0,901.0,1202.0,245.0,113.0,442.0,0.0,765.0,0.0,687.0,271.0,0.0,932.0,137.0,457.0,0.0,238.0,1036.0,163.0,119.0,31.0,628.0,865.0,404.0,0.0,356.0,255.0,209.0,0.0,42.0,72.0,311.0,204.0,0.0,300.0,101.0,735.0,274.0,16.0,232.0,0.0,0.0,6.0,87.0,0.0,56.0,29.0,12.0,493.0,0.0,7.0,112.0,86.0,98.0,69.0,68.0,0.0,0.0,40.0,123.0,64.0,0.0,29.0,0.0,2.0,24.0,0.0,0.0,21.0,1.0,38.0,8.0,0.0,0.0,0.0,0.0,42.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,4.0,0.0,18.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,58.0,3.0,0.0,0.0,0.0,0.0,24.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-01-10,0.0,16959.0,25926.0,158.0,264.0,23766.0,8103.0,11174.0,0.0,20701.0,7420.0,7421.0,11455.0,9580.0,7513.0,7168.0,5606.0,236.0,9656.0,8583.0,1277.0,6455.0,3496.0,1888.0,0.0,138.0,1752.0,0.0,2095.0,3257.0,3167.0,3028.0,7611.0,0.0,0.0,9.0,737.0,0.0,0.0,2663.0,2367.0,4764.0,1402.0,411.0,2644.0,1802.0,0.0,1355.0,181.0,617.0,513.0,695.0,1670.0,919.0,2454.0,1175.0,383.0,2364.0,2143.0,468.0,1593.0,0.0,166.0,0.0,487.0,3399.0,1600.0,499.0,595.0,0.0,641.0,978.0,896.0,1015.0,279.0,79.0,0.0,0.0,606.0,1099.0,337.0,0.0,0.0,419.0,67.0,300.0,311.0,249.0,467.0,86.0,123.0,25.0,124.0,613.0,289.0,0.0,321.0,143.0,201.0,0.0,14.0,67.0,461.0,151.0,1259.0,208.0,132.0,380.0,0.0,18.0,222.0,0.0,0.0,3.0,67.0,0.0,50.0,28.0,13.0,667.0,0.0,17.0,90.0,159.0,84.0,82.0,61.0,3.0,149.0,2.0,129.0,76.0,0.0,17.0,0.0,12.0,11.0,0.0,0.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,135.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-01-11,0.0,18385.0,41901.0,140.0,643.0,21691.0,10301.0,16035.0,0.0,23264.0,6965.0,6849.0,11595.0,7142.0,7715.0,9951.0,4914.0,137.0,6897.0,8.0,1006.0,10103.0,4925.0,1528.0,0.0,166.0,2035.0,0.0,2100.0,3194.0,2427.0,2948.0,5097.0,0.0,0.0,6.0,917.0,0.0,0.0,2964.0,1781.0,6036.0,3606.0,802.0,2151.0,1645.0,0.0,1110.0,159.0,880.0,527.0,2583.0,1477.0,718.0,2252.0,1745.0,722.0,1300.0,1017.0,0.0,841.0,2548.0,158.0,0.0,766.0,2648.0,1689.0,560.0,507.0,0.0,542.0,812.0,881.0,1041.0,366.0,189.0,747.0,13.0,312.0,945.0,425.0,513.0,0.0,561.0,226.0,0.0,157.0,283.0,489.0,183.0,132.0,32.0,131.0,461.0,539.0,383.0,333.0,631.0,191.0,0.0,88.0,53.0,281.0,101.0,389.0,189.0,90.0,170.0,193.0,0.0,0.0,363.0,0.0,0.0,75.0,0.0,77.0,29.0,6.0,953.0,17.0,12.0,139.0,98.0,98.0,95.0,45.0,0.0,0.0,60.0,204.0,69.0,0.0,4.0,51.0,8.0,22.0,0.0,0.0,24.0,10.0,10.0,0.0,103.0,0.0,18.0,0.0,35.0,46.0,37.0,0.0,0.0,0.0,27.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,77.0,9.0,16.0,63.0,18.0,3.0,16.0,9.0,0.0,0.0,0.0,6.0,29.0,33.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021-01-12,0.0,17817.0,11708.0,199.0,1318.0,24339.0,10013.0,19565.0,0.0,26590.0,9146.0,6729.0,14278.0,7666.0,7068.0,7981.0,16367.0,85.0,45858.0,-34.0,1469.0,7670.0,14164.0,1053.0,0.0,211.0,1806.0,0.0,4335.0,2749.0,2433.0,6028.0,4925.0,0.0,0.0,16.0,963.0,0.0,0.0,3516.0,2032.0,5880.0,2973.0,757.0,3038.0,1674.0,0.0,1345.0,230.0,993.0,390.0,2706.0,1141.0,789.0,2195.0,1553.0,863.0,1567.0,1067.0,957.0,1276.0,666.0,151.0,3231.0,530.0,2671.0,2802.0,452.0,1959.0,0.0,544.0,979.0,934.0,1441.0,202.0,699.0,302.0,0.0,423.0,992.0,562.0,88.0,0.0,729.0,154.0,1197.0,163.0,275.0,0.0,293.0,111.0,26.0,804.0,1083.0,372.0,0.0,440.0,183.0,205.0,0.0,547.0,67.0,426.0,355.0,431.0,471.0,76.0,476.0,122.0,0.0,454.0,3.0,0.0,2.0,85.0,0.0,20.0,37.0,20.0,687.0,6.0,0.0,145.0,72.0,124.0,80.0,77.0,0.0,0.0,22.0,196.0,87.0,0.0,7.0,0.0,8.0,83.0,0.0,0.0,18.0,22.0,9.0,0.0,-3.0,0.0,0.0,206.0,28.0,26.0,0.0,2.0,0.0,0.0,156.0,3.0,4.0,0.0,0.0,1.0,16.0,0.0,0.0,21.0,12.0,0.0,1.0,36.0,0.0,0.0,131.0,103.0,0.0,13.0,14.0,291.0,88.0,0.0,0.0,22.0,17.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2021-01-13,0.0,17652.0,62135.0,82.0,1283.0,28108.0,9463.0,20532.0,0.0,23921.0,8562.0,5923.0,18111.0,8997.0,7657.0,8304.0,15053.0,123.0,11807.0,351.0,994.0,8309.0,15954.0,84.0,0.0,0.0,1992.0,8.0,5077.0,2760.0,3677.0,4460.0,7861.0,0.0,0.0,7.0,841.0,0.0,0.0,3273.0,2130.0,5601.0,2284.0,836.0,2452.0,1427.0,0.0,1927.0,226.0,403.0,414.0,3094.0,1016.0,712.0,2588.0,1776.0,999.0,2281.0,1136.0,533.0,1322.0,670.0,156.0,0.0,646.0,2388.0,3506.0,560.0,2415.0,0.0,634.0,350.0,882.0,1378.0,234.0,305.0,441.0,0.0,677.0,1082.0,790.0,258.0,0.0,644.0,412.0,840.0,228.0,240.0,0.0,494.0,156.0,28.0,549.0,981.0,331.0,0.0,439.0,262.0,183.0,0.0,112.0,63.0,480.0,0.0,526.0,242.0,65.0,470.0,483.0,0.0,0.0,87.0,0.0,1.0,96.0,0.0,42.0,36.0,8.0,119.0,1.0,16.0,119.0,116.0,88.0,107.0,79.0,0.0,0.0,85.0,173.0,74.0,1716.0,16.0,48.0,8.0,67.0,0.0,0.0,27.0,46.0,57.0,13.0,12.0,0.0,20.0,140.0,20.0,48.0,0.0,0.0,0.0,0.0,91.0,1.0,1.0,0.0,3.0,9.0,0.0,15.0,15.0,0.0,7.0,0.0,1.0,40.0,3.0,0.0,0.0,124.0,0.0,60.0,7.0,0.0,15.0,0.0,0.0,17.0,26.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2021-01-14,0.0,15975.0,47659.0,150.0,1130.0,27497.0,9011.0,20115.0,0.0,20712.0,13067.0,7211.0,18832.0,8700.0,7741.0,8963.0,10651.0,231.0,18810.0,729.0,1710.0,8622.0,16295.0,5202.0,0.0,1345.0,1784.0,0.0,4423.0,2703.0,4592.0,5063.0,9286.0,0.0,0.0,7.0,883.0,0.0,0.0,3373.0,3239.0,4851.0,2072.0,778.0,5.0,1271.0,0.0,1889.0,221.0,748.0,405.0,6728.0,1873.0,1025.0,2671.0,1835.0,1065.0,2314.0,764.0,575.0,1159.0,606.0,188.0,0.0,480.0,4508.0,3561.0,479.0,2404.0,0.0,952.0,307.0,843.0,1270.0,252.0,182.0,383.0,0.0,760.0,934.0,766.0,316.0,0.0,603.0,266.0,988.0,178.0,169.0,2157.0,936.0,167.0,35.0,672.0,1275.0,442.0,209.0,386.0,1056.0,201.0,0.0,70.0,79.0,465.0,205.0,441.0,448.0,0.0,437.0,0.0,0.0,494.0,514.0,1.0,4.0,73.0,0.0,24.0,25.0,5.0,377.0,3.0,12.0,135.0,0.0,90.0,127.0,66.0,0.0,0.0,89.0,214.0,70.0,0.0,5.0,0.0,7.0,72.0,0.0,0.0,21.0,0.0,28.0,36.0,34.0,0.0,0.0,21.0,40.0,15.0,0.0,0.0,27.0,0.0,758.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,10.0,8.0,0.0,0.0,80.0,119.0,0.0,61.0,12.0,4.0,23.0,0.0,0.0,40.0,21.0,0.0,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2021-01-15,0.0,16977.0,43336.0,111.0,1269.0,27345.0,9109.0,18979.0,0.0,2782.0,12473.0,5412.0,14622.0,8827.0,7491.0,14189.0,10619.0,153.0,12950.0,485.0,1939.0,8569.0,8727.0,1870.0,0.0,618.0,1530.0,11.0,4128.0,3105.0,4802.0,6458.0,6051.0,0.0,0.0,11.0,718.0,0.0,0.0,2922.0,2283.0,4717.0,2793.0,700.0,3975.0,903.0,0.0,1409.0,243.0,837.0,390.0,5660.0,0.0,1239.0,3168.0,1025.0,543.0,2054.0,1018.0,135.0,494.0,801.0,181.0,0.0,512.0,1080.0,3593.0,510.0,1745.0,0.0,738.0,407.0,832.0,1401.0,268.0,679.0,321.0,0.0,720.0,823.0,992.0,93.0,0.0,471.0,262.0,0.0,0.0,397.0,2554.0,1601.0,174.0,14.0,521.0,705.0,339.0,0.0,379.0,700.0,196.0,0.0,19.0,112.0,448.0,303.0,526.0,136.0,0.0,409.0,0.0,54.0,0.0,205.0,0.0,1.0,74.0,0.0,38.0,11.0,17.0,112.0,4.0,108.0,152.0,248.0,0.0,143.0,78.0,0.0,0.0,65.0,96.0,76.0,0.0,15.0,61.0,18.0,9.0,0.0,0.0,27.0,17.0,0.0,14.0,100.0,0.0,156.0,25.0,64.0,0.0,23.0,0.0,0.0,0.0,150.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.0,0.0,6.0,59.0,112.0,0.0,18.0,0.0,0.0,30.0,0.0,4.0,7.0,15.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2021-01-16,0.0,17170.0,47748.0,171.0,0.0,26890.0,8005.0,16186.0,0.0,16303.0,11141.0,6213.0,13467.0,8437.0,8662.0,12593.0,10213.0,105.0,21288.0,396.0,2148.0,6370.0,2275.0,0.0,0.0,109.0,2009.0,0.0,1385.0,4949.0,5506.0,8477.0,2571.0,0.0,0.0,16.0,633.0,0.0,0.0,3232.0,2571.0,2304.0,1540.0,749.0,1205.0,1540.0,0.0,1361.0,238.0,2189.0,477.0,296.0,3334.0,667.0,3118.0,2219.0,669.0,2176.0,699.0,571.0,650.0,0.0,159.0,0.0,487.0,639.0,2659.0,471.0,394.0,0.0,713.0,1099.0,872.0,847.0,349.0,617.0,302.0,38.0,499.0,0.0,694.0,0.0,0.0,295.0,1129.0,0.0,0.0,313.0,290.0,1001.0,177.0,13.0,672.0,832.0,2116.0,0.0,465.0,458.0,185.0,0.0,144.0,48.0,468.0,128.0,0.0,31.0,0.0,214.0,0.0,165.0,473.0,0.0,0.0,3.0,58.0,1969.0,44.0,31.0,10.0,105.0,30.0,18.0,144.0,0.0,0.0,67.0,68.0,0.0,0.0,80.0,113.0,69.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,65.0,0.0,18.0,0.0,53.0,2.0,0.0,0.0,0.0,0.0,75.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,89.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2021-01-17,0.0,14457.0,23186.0,180.0,1272.0,23283.0,8812.0,16510.0,0.0,29061.0,10361.0,5913.0,17709.0,8239.0,9102.0,10705.0,8934.0,104.0,14463.0,5858.0,2676.0,7165.0,6565.0,0.0,0.0,191.0,1531.0,0.0,2356.0,4207.0,4515.0,4387.0,11319.0,0.0,0.0,8.0,681.0,0.0,0.0,2360.0,1433.0,1290.0,1589.0,508.0,2023.0,1623.0,0.0,988.0,363.0,1608.0,400.0,396.0,1958.0,1004.0,3268.0,1138.0,489.0,2532.0,470.0,556.0,845.0,0.0,146.0,5751.0,425.0,3237.0,2045.0,582.0,720.0,0.0,774.0,1020.0,901.0,636.0,464.0,102.0,380.0,20.0,702.0,1057.0,481.0,76.0,0.0,157.0,26.0,0.0,474.0,258.0,556.0,1053.0,246.0,62.0,218.0,3950.0,2009.0,0.0,363.0,640.0,181.0,0.0,92.0,0.0,492.0,110.0,697.0,403.0,0.0,463.0,356.0,170.0,0.0,0.0,0.0,1.0,47.0,0.0,35.0,35.0,7.0,122.0,3.0,44.0,172.0,227.0,146.0,136.0,69.0,6.0,162.0,85.0,73.0,74.0,448.0,39.0,0.0,0.0,44.0,0.0,0.0,12.0,18.0,0.0,0.0,14.0,0.0,0.0,38.0,31.0,15.0,0.0,0.0,0.0,0.0,289.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,93.0,0.0,6.0,57.0,0.0,0.0,5.0,1.0,23.0,18.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
